oid,NZGD ID,NZTM Easting,NZTM Northing,year
CPT-CBD-86,478.0,1570166.79,5179357.79,2011
CPT-CBD-87,479.0,1570350.22,5179324.19,2011
CPT-CBD-91,483.0,1571358.9,5179337.78,2011
CPT-CBD-92,484.0,1571553.23,5179391.64,2011
CPT-CBD-94,486.0,1569140.92,5179094.56,2011
CPT-CBD-98P,491.0,1569879.48,5179176.59,2011
CPT-CBD-OC01,1009.0,1571080.28,5180388.49,2011
CPT-CBD-OC03,504.0,1571108.1,5180379.32,2011
CPT-CBD-PC01,505.0,1571079.78,5180387.0,2011
CPT-CBD-PC03,507.0,1571108.12,5180380.19,2011
CPT-CBD-Z2-1,27239.0,1570502.21,5180375.42,2011
CPT-CBD-Z2-11,27253.0,1570623.21,5180460.58,2011
CPT-CHM-08,1071.0,1570406.17,5176324.53,2011
CPT-CHM-12,1075.0,1570554.71,5176183.38,2011
CPT-FND-25,1162.0,1568501.05,5181766.68,2011
CPT-FND-27,1164.0,1568539.58,5181119.79,2011
CPT-FND-28,1165.0,1568235.36,5181136.81,2011
CPT-HLB-03,1216.0,1573365.21,5176968.37,2011
CPT-HLB-04,1217.0,1573402.57,5176950.53,2011
CPT-HLB-07,1220.0,1573413.86,5176633.96,2011
CPT-HLB-10,1223.0,1573538.31,5176722.49,2011
CPT-HLB-11,1224.0,1573666.56,5176925.27,2011
CPT-HLB-12,1225.0,1573661.84,5176763.43,2011
CPT-HNH-09,1238.0,1567055.41,5177121.08,2011
CPT-HNH-11,1239.0,1567663.25,5177139.63,2011
CPT-HNH-14,1241.0,1567298.83,5176839.25,2011
CPT-HNH-18,1245.0,1566747.11,5176513.5,2011
CPT-HNH-21,1247.0,1567983.8,5176761.87,2011
CPT-HNH-22,1248.0,1568189.33,5176910.9,2011
CPT-HNH-25,1250.0,1568661.44,5176874.31,2011
CPT-HNH-26,1251.0,1567989.58,5176277.12,2011
CPT-HNH-30,1254.0,1568243.25,5175891.42,2011
CPT-HNH-32,1256.0,1568356.25,5175655.9,2011
CPT-HNH-33,1257.0,1568640.0,5175713.03,2011
CPT-HNH-38,1261.0,1566840.07,5177511.99,2011
CPT-LWD-02,1360.0,1571935.3,5180646.32,2011
CPT-LWD-03,1361.0,1572275.21,5180705.28,2011
CPT-LWD-04,1362.0,1572574.76,5180781.82,2011
CPT-LWD-10,1368.0,1573734.99,5180674.44,2011
CPT-LWD-11,1369.0,1574360.22,5180665.44,2011
CPT-LWD-12,1370.0,1574116.86,5180484.12,2011
CPT-LWD-13,1371.0,1573810.2,5180382.12,2011
CPT-LWD-15,1373.0,1573330.25,5180284.75,2011
CPT-LWD-17,1375.0,1571824.38,5180400.82,2011
CPT-LWD-24,1381.0,1573253.9,5179919.05,2011
CPT-LWD-26,1383.0,1572527.86,5179107.87,2011
CPT-LWD-32,1389.0,1573684.4,5178577.58,2011
CPT-LWD-38,1395.0,1574187.46,5180342.15,2011
CPT-LWD-39,1396.0,1574370.83,5180734.91,2011
CPT-MRV-18,1412.0,1569499.35,5182058.89,2011
CPT-MRV-20,1414.0,1568903.81,5182027.39,2011
CPT-NBT-15,1429.0,1576238.53,5184085.64,2011
CPT-NBT-19,1433.0,1576260.54,5183400.36,2011
CPT-NBT-21,1435.0,1576689.57,5183579.63,2011
CPT-NBT-26,1438.0,1577072.23,5183485.21,2011
CPT-NBT-28,1439.0,1576999.33,5182961.39,2011
CPT-NBT-33,1441.0,1575981.75,5184006.81,2011
CPT-NBT-34,1442.0,1578173.96,5181502.22,2011
CPT-NBT-36,1443.0,1577915.39,5181879.65,2011
CPT-NBT-37,1444.0,1577869.6,5181927.17,2011
CPT-NBT-40,1445.0,1577879.63,5182401.25,2011
CPT-NBT-41,1446.0,1577689.42,5182456.8,2011
CPT-NBT-42,1447.0,1577517.5,5182578.56,2011
CPT-NBT-43,1448.0,1577737.64,5182604.66,2011
CPT-NBT-44,1449.0,1578020.43,5182556.62,2011
CPT-NBT-45,1450.0,1578043.27,5182379.42,2011
CPT-NBT-46,1451.0,1578147.62,5182239.73,2011
CPT-NBT-47,1452.0,1578131.91,5182044.01,2011
CPT-NBT-48,1453.0,1578150.61,5181805.9,2011
CPT-NBT-49,1454.0,1578221.91,5181674.11,2011
CPT-NNB-02,1457.0,1576659.17,5184563.24,2011
CPT-NNB-07,1459.0,1577290.93,5184259.07,2011
CPT-NNB-09,1461.0,1577240.91,5184055.08,2011
CPT-OPA-02,1463.0,1572027.14,5177886.08,2011
CPT-OPA-04,1465.0,1572404.02,5177662.93,2011
CPT-OPA-06,1467.0,1572476.04,5177626.81,2011
CPT-OPA-08,1468.0,1572507.55,5177469.63,2011
CPT-OPA-10,1470.0,1573062.67,5177494.41,2011
CPT-OPA-11,1471.0,1573095.28,5177648.89,2011
CPT-OPA-14,1474.0,1572537.33,5177329.67,2011
CPT-OPA-15,1475.0,1572792.41,5177217.1,2011
CPT-OPA-16,1476.0,1573028.91,5177332.48,2011
CPT-OPA-18,1478.0,1573234.74,5177267.31,2011
CPT-OPA-20,1480.0,1572957.87,5176851.21,2011
CPT-OPA-24,1482.0,1572375.86,5177133.42,2011
CPT-PAI-14,1492.0,1568706.54,5182934.02,2011
CPT-PAI-15,1493.0,1568530.37,5182644.97,2011
CPT-PAI-17,1495.0,1568983.3,5182993.07,2011
CPT-PAI-18,1496.0,1567724.07,5183502.86,2011
CPT-PAI-19,1497.0,1568201.92,5184335.52,2011
CPT-RCH-43,553.0,1572475.34,5180817.38,2011
CPT-RCH-44,554.0,1572349.5,5180815.21,2011
CPT-RCH-46,556.0,1572430.21,5181118.82,2011
CPT-RCH-50,560.0,1572149.03,5181390.39,2011
CPT-RCH-52,562.0,1571756.43,5181208.25,2011
CPT-RCH-54,564.0,1571813.15,5180885.57,2011
CPT-RCH-58,567.0,1572094.14,5180780.59,2011
CPT-RCH-59,568.0,1571977.51,5180975.1,2011
CPT-RCH-60,569.0,1571980.59,5180867.31,2011
CPT-RCH-63,572.0,1571925.03,5182212.44,2011
CPT-RCH-66,575.0,1572294.35,5182681.38,2011
CPT-RCH-67,576.0,1572280.89,5182457.98,2011
CPT-RCH-68,577.0,1572311.02,5182134.56,2011
CPT-RCH-70,579.0,1572520.65,5182677.79,2011
CPT-SHY-06,607.0,1572686.6,5183630.5,2011
CPT-SHY-10,609.0,1572240.93,5183300.74,2011
CPT-SHY-11,610.0,1572574.38,5183484.23,2011
CPT-SHY-13,612.0,1572304.45,5183507.13,2011
CPT-SHY-14,613.0,1572347.58,5183055.27,2011
CPT-SHY-15,614.0,1572356.6,5182827.99,2011
CPT-SHY-17,616.0,1572061.39,5183022.04,2011
CPT-SHY-21,620.0,1571841.96,5183443.03,2011
CPT-SHY-22,621.0,1571996.47,5182845.76,2011
CPT-SHY-25,624.0,1572094.05,5182821.12,2011
CPT-SHY-27,626.0,1572737.86,5183004.33,2011
CPT-SMF-01,627.0,1569643.77,5176739.65,2011
CPT-SMF-02,628.0,1569852.67,5176581.42,2011
CPT-SMF-05,631.0,1569938.44,5176653.74,2011
CPT-SMF-11,637.0,1570111.4,5176422.29,2011
CPT-SMF-14,210.0,1570897.06,5176447.72,2011
CPT-SMF-17,643.0,1570282.0,5176377.24,2011
CPT-SMF-20,646.0,1570499.37,5176696.95,2011
CPT-SMF-22,648.0,1570668.85,5176825.71,2011
CPT-SMF-23,649.0,1570656.12,5176969.15,2011
CPT-SMF-25,651.0,1570497.32,5177122.37,2011
CPT-SMF-26,652.0,1570403.82,5177337.2,2011
CPT-SMF-27,653.0,1570401.4,5177523.44,2011
CPT-SMF-28,654.0,1570315.66,5177608.05,2011
CPT-SMF-29,655.0,1570008.08,5177394.68,2011
CPT-SMF-30,656.0,1570182.09,5177233.14,2011
CPT-SNB-01,659.0,1578225.92,5181451.6,2011
CPT-SNB-02,660.0,1578181.85,5181155.64,2011
CPT-SNB-04,661.0,1578541.14,5180551.54,2011
CPT-SNB-06,662.0,1578254.43,5180758.32,2011
CPT-SNB-07,663.0,1578042.02,5180922.9,2011
CPT-SNB-08,664.0,1577963.31,5181214.71,2011
CPT-SPN-06,691.0,1568630.92,5177744.96,2011
CPT-SPN-08,693.0,1569327.82,5177889.82,2011
CPT-SPN-11,694.0,1569539.25,5177700.01,2011
CPT-SPN-15,696.0,1569636.95,5177446.72,2011
CPT-SPN-16,697.0,1568533.86,5177103.93,2011
CPT-SPN-17,698.0,1569030.57,5177130.56,2011
CPT-SPN-21,701.0,1568817.55,5176732.79,2011
CPT-SPN-25,703.0,1569810.76,5176342.86,2011
CPT-SPN-31,706.0,1569073.6,5175423.06,2011
CPT-SPN-32,707.0,1569246.08,5175837.36,2011
CPT-STA-14,732.0,1569121.18,5183137.9,2011
CPT-STA-15,733.0,1569336.43,5183210.69,2011
CPT-STA-17,735.0,1569182.64,5182834.9,2011
CPT-STA-18,736.0,1569489.23,5182986.57,2011
CPT-STA-20,738.0,1569589.22,5182784.0,2011
CPT-STA-24,741.0,1569913.29,5182979.6,2011
CPT-STA-32,749.0,1570027.63,5182521.24,2011
CPT-STA-37,754.0,1570017.2,5181985.97,2011
CPT-STA-42,758.0,1569733.15,5183541.93,2011
CPT-STA-45,761.0,1570217.91,5182860.35,2011
CPT-STA-48,764.0,1570942.62,5183057.23,2011
CPT-STA-57,772.0,1571800.51,5183266.22,2011
CPT-STA-61,775.0,1571822.04,5182379.93,2011
CPT-STA-63,777.0,1571255.15,5182342.83,2011
CPT-STA-67,781.0,1571096.16,5182099.12,2011
CPT-STA-68,782.0,1571520.81,5182100.47,2011
CPT-STA-69,783.0,1571660.0,5182254.05,2011
CPT-STA-72,786.0,1571637.49,5181944.95,2011
CPT-STA-74,788.0,1571640.84,5181614.83,2011
CPT-STA-77,791.0,1570869.68,5181309.71,2011
CPT-STM-03,794.0,1571757.68,5176643.21,2011
CPT-STM-04,795.0,1571575.33,5176879.98,2011
CPT-STM-06,797.0,1571793.93,5176913.92,2011
CPT-STM-08,799.0,1571664.97,5177048.99,2011
CPT-STM-10,801.0,1571729.38,5177341.98,2011
CPT-STM-18,809.0,1572396.28,5177447.17,2011
CPT-STM-19,810.0,1572239.68,5177171.36,2011
CPT-STM-21,812.0,1572364.39,5177215.06,2011
CPT-STM-23,814.0,1572299.01,5177041.49,2011
CPT-STM-26,817.0,1572013.41,5176944.52,2011
CPT-STM-27,818.0,1571824.54,5177200.25,2011
CPT-SYD-03,823.0,1571509.66,5178218.73,2011
CPT-SYD-09,829.0,1570956.83,5177477.98,2011
CPT-SYD-10,830.0,1570800.26,5177384.95,2011
CPT-SYD-13,832.0,1571337.9,5177173.55,2011
CPT-SYD-14,833.0,1571297.36,5177515.17,2011
CPT-VRN-03,14452.0,1572770.0,5176240.0,2011
CPT-VRN-04,14453.0,1572725.0,5175980.0,2011
CPT-VRN-06,14468.0,1572695.0,5176400.0,2011
CPT-VRN-07,14470.0,1572785.0,5176390.0,2011
CPT-VRN-09,14477.0,1572780.0,5176230.0,2011
CPT-VRN-10,14481.0,1572730.0,5176365.0,2011
CPT-VRN-17,14497.0,1572695.0,5176130.0,2011
CPT-WAI-32,871.0,1574674.1,5182299.67,2011
CPT-WAI-36,872.0,1574687.25,5181998.81,2011
CPT-WAI-37,873.0,1574771.07,5181909.21,2011
CPT-WAI-38,874.0,1574752.85,5181856.86,2011
CPT-WAI-40,876.0,1574782.37,5181708.87,2011
CPT-WAI-41,877.0,1574866.52,5182045.18,2011
CPT-WAI-42,878.0,1574943.83,5182276.08,2011
CPT-WAI-44,879.0,1575655.13,5182654.7,2011
CPT-WAI-45,880.0,1575773.27,5182497.38,2011
CPT-WAI-47,881.0,1575782.34,5182326.4,2011
CPT-WAI-59,882.0,1574927.73,5181718.36,2011
CPT-WAI-62,885.0,1575303.19,5181596.1,2011
CPT-WAI-63,886.0,1575605.47,5181503.27,2011
CPT-WAI-66,888.0,1575237.67,5182035.47,2011
CPT-WAI-67,889.0,1575444.22,5182203.08,2011
CPT-WAI-69,890.0,1575695.38,5181930.14,2011
CPT-WAI-70,891.0,1575923.3,5181694.17,2011
CPT-WAI-71,892.0,1576287.76,5181971.97,2011
CPT-WAI-72,893.0,1576003.96,5181922.33,2011
CPT-WAI-73,894.0,1575942.2,5182350.96,2011
CPT-WAI-74,895.0,1575755.18,5182121.96,2011
CPT-WAI-75,896.0,1574878.99,5181498.64,2011
CPT-WAI-76,897.0,1575179.18,5181277.79,2011
CPT-WAI-78,899.0,1574706.5,5181377.4,2011
CPT-WAI-81,902.0,1574661.08,5181012.96,2011
CPT-WAI-82,903.0,1574440.48,5181193.44,2011
CPT-WAI-84,905.0,1574266.73,5181105.15,2011
CPT-WAI-86,907.0,1575267.16,5181348.67,2011
CPT-WQP-01,911.0,1576708.45,5185272.06,2011
CPT-WQP-02,912.0,1576762.17,5185417.91,2011
CPT-WQP-03,913.0,1576696.36,5185659.11,2011
CPT-WQP-04,914.0,1576624.78,5185962.96,2011
CPT-WQP-05,915.0,1576484.29,5186362.19,2011
CPT-WQP-06,916.0,1576432.34,5186170.12,2011
CPT-WQP-07,917.0,1576381.97,5185958.44,2011
CPT-WQP-09,919.0,1576555.86,5185448.79,2011
CPT-WQP-11,921.0,1576414.22,5185147.52,2011
CPT-WQP-12,922.0,1576153.9,5185472.77,2011
CPT-WQP-13,923.0,1576326.47,5185583.96,2011
CPT-WQP-14,924.0,1576139.72,5185792.56,2011
CPT-WQP-16,926.0,1576051.17,5186121.48,2011
CPT-WQP-18,928.0,1576341.31,5186339.03,2011
CPT-WQP-20,930.0,1576197.25,5186469.69,2011
CPT-WQP-22,932.0,1575935.72,5186225.99,2011
CPT-WQP-23,933.0,1576223.88,5186155.34,2011
CPT-WSW-01,934.0,1572803.39,5178016.39,2011
CPT-WSW-03,936.0,1572922.16,5178452.26,2011
CPT-WSW-04,937.0,1573100.3,5178695.57,2011
CPT-WSW-05,938.0,1572889.7,5178044.92,2011
CPT-WSW-06,939.0,1573142.13,5178245.79,2011
CPT-WSW-09,942.0,1573233.03,5178097.25,2011
CPT-WSW-10,943.0,1573410.79,5178268.33,2011
CPT-WSW-11,944.0,1573428.01,5178485.85,2011
CPT-WSW-12,945.0,1573190.68,5177777.08,2011
CPT-WSW-20,952.0,1573258.17,5177730.29,2011
CPT-WSW-22,954.0,1573947.91,5178362.17,2011
CPT-WSW-25,957.0,1574601.15,5179005.55,2011
CPT-WSW-33,964.0,1574193.36,5176996.32,2011
CPT-WSW-34,965.0,1574145.67,5177977.56,2011
CPT-WSW-37,968.0,1574181.09,5177783.73,2011
CPT-WSW-38,969.0,1574693.67,5177453.99,2011
CPT-WSW-39,970.0,1574788.24,5177442.24,2011
CPT-WSW-40,971.0,1574544.69,5177661.75,2011
CPT-WSW-41,972.0,1574843.58,5177516.54,2011
CPT-WSW-44,975.0,1574551.16,5177976.65,2011
CPT-WSW-46,977.0,1575037.63,5178076.75,2011
CPT-WSW-48,979.0,1575205.7,5177780.53,2011
CPT-WSW-49,980.0,1575586.97,5177798.63,2011
CPT-WSW-50,981.0,1575611.08,5177990.62,2011
CPT-WSW-56,987.0,1575539.81,5178349.6,2011
CPT-WTM-02,990.0,1572270.31,5179133.2,2011
CPT-WTM-07,993.0,1572894.71,5178851.95,2011
CPT-WTM-08,994.0,1572182.57,5178528.14,2011
CPT-WTM-11,997.0,1572689.33,5178495.25,2011
CPT-WTM-19,1005.0,1571979.59,5178186.64,2011
CPT-WTM-21,1007.0,1571725.29,5178024.74,2011
AVD-POD01-CPT001,6276.0,1574720.61,5183131.63,2012
AVD-POD01-CPT015,17178.0,1575167.29,5183093.46,2012
AVD-POD03-CPT001,13717.0,1574885.15,5182772.77,2012
AVD-POD03-CPT007,5165.0,1574940.02,5182769.01,2012
AVD-POD03-CPT014,6469.0,1575001.84,5182874.33,2012
BIS-POD01-CPT005,14935.0,1566237.42,5185691.81,2012
BIS-POD01-CPT006,5556.0,1566319.49,5185781.68,2012
BIS-POD01-CPT014,6316.0,1571912.72,5180625.23,2012
BUR-POD01-CPT17,13803.0,1574483.92,5185498.16,2012
BUR-POD04-CPT06,7528.0,1575094.15,5183874.69,2012
CAS-POD01-CPT001,5561.0,1568383.83,5185966.13,2012
CCC-POD03-CPT011,6317.0,1571921.27,5180652.42,2012
CHM-POD01-CPT005,6320.0,1570560.55,5176588.0,2012
CHM-POD01-CPTB003,17190.0,1570348.98,5176270.13,2012
FND-POD06-CPTB002,5077.0,1567638.11,5181619.76,2012
FND-POD07-CPT12,4721.0,1567672.84,5181669.13,2012
FND-POD15-CPT02,4581.0,1568850.01,5181067.29,2012
HAL-POD01-CPT009,5672.0,1564219.59,5174717.91,2012
HNH-POD04-CPT001,16500.0,1568035.43,5176910.49,2012
HNH-POD04-CPT003,6324.0,1568326.51,5176665.58,2012
KAI-POD01-CPT006,6327.0,1573531.86,5196657.67,2012
KAI-POD01-CPT009,11090.0,1573471.83,5196774.46,2012
KAI-POD02-CPT002,11123.0,1572964.69,5196961.9,2012
KAI-POD02-CPT013,11130.0,1572937.37,5196865.49,2012
KAI-POD03-CPT009,11168.0,1572739.64,5196910.91,2012
KAI-POD03-CPTB002,7696.0,1572737.05,5196836.89,2012
KAI-POD04-CPT001,10025.0,1571489.46,5196989.62,2012
LWD-POD02-CPT006,11654.0,1573466.22,5178827.64,2012
LWD-POD03-CPTB001,6537.0,1573839.0,5180585.28,2012
MER-POD06-CPT006,15278.0,1569288.35,5181808.59,2012
MER-POD06-CPTB002,5491.0,1569243.24,5181760.13,2012
NBR-POD02-CPT06,17339.0,1575333.96,5177718.12,2012
NNB-POD02-CPT83,2384.0,1577015.49,5184548.11,2012
NNB-POD03-CPT28,2190.0,1576842.56,5184344.19,2012
NNB-POD03-CPT53,2191.0,1577057.98,5183924.36,2012
NNB-POD04-CPT02,2201.0,1576667.13,5184418.15,2012
NNB-POD04-CPT07,2202.0,1576666.13,5184400.66,2012
NNB-POD05-CPT04,3662.0,1576479.88,5184155.37,2012
NNB-POD05-CPT13,2764.0,1576493.43,5183853.5,2012
NNB-POD05-CPT18,2667.0,1576545.38,5184032.98,2012
NNB-POD06-CPT49,2251.0,1577021.0,5183939.85,2012
NNB-POD07-CPT37,2145.0,1576456.23,5183558.49,2012
NNB-POD07-CPT63,2168.0,1576452.48,5183627.96,2012
NNB-POD08-CPT14,10098.0,1576597.08,5183522.19,2012
NNB-POD08-CPT26,14296.0,1576587.25,5183714.35,2012
NNB-POD08-CPT638,7605.0,1576718.5,5183750.06,2012
NNB-POD08-CPT65,2295.0,1576559.44,5183448.54,2012
NNB-POD08-CPT666,4640.0,1576743.58,5183620.12,2012
NNB-POD08-CPT712,3757.0,1576586.05,5183587.26,2012
NNB-POD09-CPT119,2177.0,1577041.24,5183627.97,2012
NNB-POD09-CPT24,14412.0,1577046.28,5183580.73,2012
NNB-POD09-CPT62,15267.0,1577040.51,5183612.0,2012
NNB-POD09-CPT657,4514.0,1577045.07,5183504.04,2012
NNB-POD09-CPT691,5138.0,1576994.24,5183615.07,2012
NNB-POD09-CPT696,5107.0,1577080.1,5183584.37,2012
NNB-POD09-CPT70,2289.0,1577019.5,5183579.49,2012
NNB-POD09-CPT817,3762.0,1577117.13,5183215.52,2012
NNB-POD11-CPT16,3689.0,1576617.9,5185042.64,2012
NNB-POD12-CPT101,10596.0,1576863.5,5185054.03,2012
NNB-POD12-CPT109,2660.0,1576959.78,5184857.12,2012
PAP-POD01-CPT002,5574.0,1569143.62,5182979.78,2012
PAP-POD06-CPTB01,15296.0,1569628.05,5183336.16,2012
PAP-POD06-CPTB02,15386.0,1569483.9,5183388.75,2012
PRK-POD01-CPT30,3691.0,1574869.81,5186176.62,2012
PRK-POD02-CPT25,7638.0,1575226.11,5185768.7,2012
PRK-POD03-CPT20,3702.0,1575468.94,5185882.55,2012
RCH-POD01-CPT13,4587.0,1572010.23,5180982.74,2012
RCH-POD03-CPT31,4594.0,1571951.74,5181968.87,2012
RCH-POD03-CPT93,9024.0,1571997.75,5181564.02,2012
RCH-POD05-CPT63,14079.0,1572107.2,5182328.83,2012
RCH-POD06-CPT23,3974.0,1571945.41,5182606.47,2012
RCH-POD06-CPT67,15391.0,1572288.53,5182592.59,2012
SHY-POD01-CPT44,16658.0,1572546.88,5182811.66,2012
SPE-POD01-CPT036,14671.0,1575136.53,5192914.16,2012
SPN-POD04-CPT006,14104.0,1569653.36,5176541.69,2012
STA-POD02-CPT01,9029.0,1570097.56,5183502.14,2012
STA-POD02-CPT03,5148.0,1569808.5,5183459.39,2012
STA-POD02-CPTB002,4367.0,1570083.86,5183421.0,2012
STA-POD03-CPT03,4758.0,1569643.85,5182981.46,2012
STA-POD04-CPT01,4756.0,1569759.58,5182801.61,2012
STA-POD06-CPT03,3918.0,1569957.6,5182693.97,2012
STA-POD06-CPT05,4753.0,1569970.46,5182730.48,2012
STA-POD09-CPT07,4746.0,1570963.01,5182783.81,2012
STA-POD09-CPT28,14831.0,1570643.26,5182901.73,2012
STA-POD12-CPT02,15278.0,1569288.35,5181808.59,2012
STA-POD17-CPT07,9264.0,1571048.97,5181605.02,2012
STA-POD17-CPT21,19455.0,1570856.71,5181834.78,2012
STM-POD01-CPT009,14226.0,1572468.21,5177974.64,2012
STM-POD04-CPT003,11211.0,1572300.34,5177110.55,2012
STM-POD04-CPT007,17883.0,1572128.9,5177079.5,2012
STM-POD04-CPTB019,12179.0,1572169.84,5176954.14,2012
STM-POD04-CPTB020,17893.0,1572440.94,5177359.91,2012
STR-POD05-CPT005,9291.0,1568867.37,5183032.32,2012
SYD-POD01-CPT003,14436.0,1571323.13,5178047.27,2012
WAI-POD01-CPT09,5532.0,1574637.37,5182405.91,2012
WAI-POD03-CPT07,4541.0,1574823.58,5182330.18,2012
WAI-POD04-CPT03,5535.0,1575052.04,5182501.76,2012
WAI-POD09-CPT03,5089.0,1574956.66,5181631.73,2012
WAI-POD14-CPT012,11172.0,1574631.05,5181111.74,2012
WAI-POD15-CPT01,5542.0,1574866.55,5181115.83,2012
WQP-POD15-CPT209,7703.0,1576539.94,5185135.44,2012
WQP-POD15-CPT47,2952.0,1576414.48,5185572.53,2012
WST-POD03-CPTB04,15842.0,1575254.36,5178129.1,2012
WST-POD06-CPT002,4691.0,1574729.45,5178347.85,2012
WST-POD06-CPT003,6769.0,1574845.82,5178458.67,2012
WST-POD06-CPTB003,20129.0,1574857.26,5178272.8,2012
WST-POD07-CPT013,7992.0,1574105.4,5178520.13,2012
WST-POD09-CPT011,15589.0,1573199.81,5178440.25,2012
WST-POD09-CPTB003,8546.0,1573083.21,5178680.19,2012
WST-POD10-CPT007,17466.0,1573303.83,5178297.1,2012
WST-POD10-CPT012,9524.0,1573280.42,5178199.77,2012
WTM-POD02-CPTB001,17022.0,1572354.89,5179030.85,2012
WTM-POD04-CPT010,17478.0,1572379.71,5178666.23,2012
BIS-TC201-CPT011,19696.0,1566298.71,5185433.56,2013
BIS-TC201-CPT035,22994.0,1566020.0,5185443.0,2013
CCC-POD01-CPT007,21758.0,1570005.01,5180643.93,2013
CCC-POD02-CPT055,37819.0,1571128.0,5180913.0,2013
CHM-POD01-CPT008,18885.0,1570525.19,5176522.56,2013
FND-POD01-CPT10,19128.0,1567992.54,5181616.53,2013
FND-POD06-CPT11,15238.0,1567354.06,5181533.39,2013
HAR-TC201-CPT002,23013.0,1566532.22,5185948.91,2013
HNH-POD03-CPT013,23247.0,1567989.42,5176941.32,2013
HNH-POD05-CPT008,16634.0,1568214.86,5176709.6,2013
ILA-POD01-CPT020,16509.0,1567149.75,5181895.21,2013
MER-POD07-CPT007,16870.0,1569606.06,5181946.7,2013
MER-POD07-CPT012,18919.0,1569725.2,5181929.53,2013
MER-POD07-CPT013,18634.0,1569644.48,5181884.2,2013
MER-POD10-CPT010,18921.0,1569498.75,5182553.85,2013
NNB-POD09-CPT669,33854.0,1575296.11,5181312.33,2013
PAP-POD06-CPT014,18945.0,1569371.95,5183510.62,2013
PAP-TC201-CPT024,18814.0,1569028.99,5183358.89,2013
SHY-POD03-CPT204,15944.0,1572217.17,5182949.91,2013
SHY-TC201-CPT014,21557.0,1572883.46,5183100.37,2013
STA-POD04-CPT04,16828.0,1569683.15,5182810.99,2013
STM-POD01-CPT017,19481.0,1572309.54,5177852.12,2013
STM-POD03-CPT023,15820.0,1572645.38,5177118.61,2013
SYD-POD01-CPT014,16233.0,1571023.15,5178129.39,2013
WST-POD07-CPT004,21371.0,1573937.11,5178292.97,2013
CPT01,55198.0,1572665.86,5178813.76,2015
CPT01,57096.0,1573644.41,5180799.01,2015
CPT01,55195.0,1571668.22,5179792.35,2015
CPT01,62499.0,1569952.77,5183721.78,2015
CPT01,62501.0,1570261.44,5180793.46,2015
CPT02,59777.0,1571925.06,5181765.59,2015
CPT02,55196.0,1571664.22,5179740.37,2015
CPT02,85062.0,1573952.25,5182206.47,2015
CPT02,62502.0,1570342.25,5180793.81,2015
CPT03,55197.0,1571637.23,5179738.37,2015
CPT01,63136.0,1569214.06,5183696.77,2016
CPT01,85064.0,1569290.22,5177887.0,2016
CPT01,85068.0,1569388.88,5188902.81,2016
CPT01,62512.0,1573177.28,5179139.81,2016
CPT03,87017.0,1571690.08,5180556.83,2016
CPT05,71729.0,1571042.46,5180061.22,2016
