oid,year,E,N,qc1Ncs,mS,mF,pgaS,pgaF
CPT-CBK-03,2010,1567598.49,5185478.32,71.80849235602165,0,0,25.85,25.19
CPT-CBK-04,2010,1567802.38,5185577.24,105.48580443672381,0,0,25.85,25.19
CPT-CBK-08,2010,1568380.93,5186000.94,82.75690216904752,0,1,25.55,24.37
CPT-CHM-08,2011,1570406.17,5176324.53,80.14199555814261,0,1,22.4,82.87
CPT-CHM-12,2011,1570554.71,5176183.38,75.88408179899199,0,0,22.4,82.87
CPT-DAL-07,2010,1574602.57,5182888.22,90.68554711033947,0,0,22.59,68.54
CPT-DAL-10,2010,1573547.91,5181402.25,68.29614883882482,0,0,22.46,73.3
CPT-DAL-11,2010,1573475.39,5181613.71,130.55009410182478,0,0,22.46,73.3
CPT-DAL-12,2010,1573546.15,5181653.92,88.84224128763789,0,0,22.46,73.3
CPT-DAL-17,2010,1573495.1,5181834.56,133.49132110702283,0,0,22.46,73.3
CPT-DAL-19,2010,1573913.09,5181844.99,89.98390873723953,0,0,22.24,73.3
CPT-DAL-20,2010,1574113.48,5181897.97,105.87686345698759,0,0,22.24,82.14
CPT-DAL-22,2010,1573614.93,5182098.11,139.2648616830985,0,0,22.46,73.3
CPT-DAL-23,2010,1573910.29,5182147.67,85.03888749384839,0,0,22.24,73.3
CPT-DAL-25,2010,1574327.22,5182208.53,80.49140881321394,0,0,22.24,82.14
CPT-DAL-26,2010,1573900.35,5182314.86,136.70813448923838,0,0,22.24,67.92
CPT-DAL-27,2010,1574131.27,5182348.13,85.97529054963525,0,0,22.24,68.54
CPT-DAL-28,2010,1574347.38,5182392.82,97.39262884599813,0,0,22.24,68.54
CPT-DAL-29,2010,1573923.06,5182569.96,83.14187984978777,0,0,22.24,67.92
CPT-DAL-31,2010,1574317.6,5182612.75,91.72410024193213,0,0,22.24,68.54
CPT-DAL-33,2010,1574183.27,5182817.31,79.42318987186303,0,0,22.59,68.54
CPT-DAL-37,2010,1574304.42,5183000.16,79.86806031253825,0,0,22.59,68.54
CPT-DAL-38,2010,1573319.65,5182003.01,150.7251051066862,0,0,22.46,70.66
CPT-DAL-40,2010,1573527.21,5182478.35,104.32257707873109,0,0,22.46,67.92
CPT-DAL-41,2010,1573713.36,5182733.94,141.88329618122353,0,0,22.46,67.92
CPT-DAL-42,2010,1573557.78,5181723.25,87.5555151437421,0,0,22.46,73.3
CPT-DAL-43,2010,1573563.31,5181672.51,90.22239590321463,0,0,22.46,73.3
CPT-DAL-44,2010,1573449.04,5181581.74,111.92469703888175,0,0,22.46,73.3
CPT-DAL-45,2010,1573404.17,5181504.98,114.39157711557272,0,0,22.46,73.3
CPT-DAL-46,2010,1577822.55,5182279.42,109.78265113099913,0,0,21.24,85.08
CPT-DAL-48,2010,1573473.04,5181229.59,82.89962177875228,0,0,22.46,83.17
CPT-DAL-49,2010,1573519.39,5181222.23,79.40779282579786,0,0,22.46,83.17
CPT-DAL-50,2010,1573689.37,5181227.87,132.94396929622627,0,0,22.46,83.17
CPT-DAL-51,2010,1573766.75,5181305.56,127.86559448601487,0,0,22.24,73.3
CPT-DAL-53,2010,1573787.29,5181498.65,78.88956243907117,0,0,22.24,73.3
CPT-DAL-54,2010,1564713.58,5177676.78,119.53541251777227,0,0,28.2,34.52
CPT-DAL-55,2010,1574174.61,5181733.28,98.1156890810362,0,0,22.24,82.14
CPT-DAL-57,2010,1574341.89,5182241.57,83.35643440792892,0,0,22.24,68.54
CPT-DAL-58,2010,1574352.36,5182302.31,84.55834129366633,0,0,22.24,68.54
CPT-DAL-59,2010,1574348.13,5182455.39,87.76421787986376,0,0,22.24,68.54
CPT-DAL-60,2010,1574338.38,5182520.28,98.77960412456105,0,0,22.24,68.54
CPT-DAL-61,2010,1574315.47,5182626.2,89.80764865531704,0,0,22.24,68.54
CPT-DAL-62,2010,1574300.85,5182775.75,84.19307818388525,0,0,22.59,68.54
CPT-FND-07,2010,1568060.77,5181489.81,80.41937377203485,0,1,24.2,39.36
CPT-FND-10,2010,1567472.29,5181622.81,85.15381471144947,0,1,24.2,36.71
CPT-FND-25,2011,1568501.05,5181766.68,68.66374590949611,0,0,22.71,39.36
CPT-FND-27,2011,1568539.58,5181119.79,87.77110345495849,0,0,22.71,42.34
CPT-FND-28,2011,1568235.36,5181136.81,88.17901964286762,0,0,24.2,42.34
CPT-HAL-03,2010,1565486.03,5175383.9,58.01734705208749,0,0,28.82,39.87
CPT-HAL-14,2010,1563413.75,5175479.22,69.1069502710596,1,0,30.67,31.54
CPT-HAL-15,2010,1563611.42,5175309.85,67.47328885108139,0,0,30.67,31.54
CPT-HAL-18,2010,1564174.39,5174722.73,75.03646433893392,1,0,30.98,33.64
CPT-HAL-24,2010,1564960.79,5173690.81,86.12799926899483,0,0,29.24,33.71
CPT-HAL-27,2010,1564913.67,5173182.53,77.67828809943536,0,1,31.17,33.71
CPT-HAL-32,2010,1565534.48,5174172.79,71.95164417263858,0,0,29.24,39.49
CPT-HAL-35,2010,1565812.03,5175015.88,81.74220544275337,0,0,28.83,39.87
CPT-HAL-36,2010,1565699.71,5174666.52,80.50838746786512,1,1,28.83,39.49
CPT-HAL-37,2010,1565561.75,5174400.82,69.86636151358458,0,0,29.24,39.49
CPT-HAL-40,2010,1565005.75,5174768.57,71.90852460277921,0,0,29.24,35.81
CPT-HAL-42,2010,1564889.9,5175339.73,81.09952535685862,0,0,28.82,36.17
CPT-HAL-44,2010,1573298.04,5182036.06,72.90639912199526,0,0,22.46,70.66
CPT-HAL-45,2010,1564781.48,5175767.47,64.81941546252278,0,0,28.82,36.1
CPT-HLB-03,2011,1573365.21,5176968.37,84.04977775324473,0,0,20.53,118.5
CPT-HLB-04,2011,1573402.57,5176950.53,85.44844741334356,0,0,20.53,118.5
CPT-HLB-07,2011,1573413.86,5176633.96,72.52919619044118,0,1,20.53,111.9
CPT-HLB-10,2011,1573538.31,5176722.49,77.67075475326223,0,0,20.53,124.0
CPT-HLB-11,2011,1573666.56,5176925.27,98.3868164190501,0,0,20.53,124.0
CPT-HLB-12,2011,1573661.84,5176763.43,81.76956763249295,0,0,20.53,124.0
CPT-HNH-02,2010,1568454.58,5176041.02,75.92372300034495,0,1,24.63,52.69
CPT-HNH-03,2010,1568322.52,5175737.55,70.55454262309195,0,1,24.58,52.69
CPT-HNH-09,2011,1567055.41,5177121.08,65.88107947751833,0,0,24.33,45.82
CPT-HNH-11,2011,1567663.25,5177139.63,78.83528105553978,0,0,24.33,49.93
CPT-HNH-14,2011,1567298.83,5176839.25,64.29420872673441,0,0,24.58,45.82
CPT-HNH-18,2011,1566747.11,5176513.5,74.58433219434062,0,0,27.27,46.19
CPT-HNH-21,2011,1567983.8,5176761.87,86.87301844497429,0,0,24.58,49.93
CPT-HNH-22,2011,1568189.33,5176910.9,95.47440755366388,0,0,24.58,54.27
CPT-HNH-25,2011,1568661.44,5176874.31,78.54429303896481,0,1,24.63,54.27
CPT-HNH-26,2011,1567989.58,5176277.12,78.48238183229869,0,0,24.58,47.54
CPT-HNH-30,2011,1568243.25,5175891.42,74.13125482983884,0,1,24.58,52.69
CPT-HNH-32,2011,1568356.25,5175655.9,73.53552305308249,0,1,24.58,59.38
CPT-HNH-33,2011,1568640.0,5175713.03,79.86381668127977,0,0,24.63,59.38
CPT-HNH-38,2011,1566840.07,5177511.99,75.27662792184734,0,0,25.93,45.82
CPT-KAN-03,2010,1572096.61,5182098.5,63.09541429999896,0,1,22.52,64.67
CPT-KAN-05,2010,1572386.86,5196601.13,82.93793704041705,0,0,26.59,21.18
CPT-KAN-06,2010,1572480.95,5196520.84,70.09860801787663,1,0,26.59,21.18
CPT-KAN-07,2010,1572711.51,5196310.34,73.10829638183057,1,1,26.59,21.67
CPT-KAN-08,2010,1573043.55,5196169.13,72.35109866460947,1,1,26.59,21.67
CPT-KAN-09,2010,1572574.61,5196778.1,63.12683724071261,0,0,26.59,21.18
CPT-KAN-10,2010,1572656.17,5196687.95,94.63550229005779,1,0,26.59,21.18
CPT-KAN-12,2010,1573047.24,5196427.75,86.51795377092886,1,0,26.59,21.67
CPT-KAN-13,2010,1573172.24,5196274.66,59.78899580557611,1,0,26.59,21.67
CPT-KAN-14,2010,1573309.78,5196361.98,79.36909971800364,1,0,26.59,21.67
CPT-KAN-15,2010,1573331.24,5196529.78,79.92321623445767,1,0,26.59,21.67
CPT-KAN-17,2010,1572859.85,5196869.36,79.55383505039359,1,0,26.59,21.67
CPT-KAN-18,2010,1573060.14,5196640.8,76.06828730087932,1,0,26.59,21.67
CPT-KAN-20,2010,1573474.52,5196551.09,87.3619175816906,1,1,26.59,22.14
CPT-KAN-23,2010,1573560.33,5196806.28,150.15680699155394,1,1,26.59,22.14
CPT-KAN-26,2010,1572219.3,5196845.47,83.7290519902248,0,0,26.43,21.18
CPT-KAN-28,2010,1572278.54,5196750.64,78.19412780657218,0,0,26.43,21.18
CPT-KAN-30,2010,1572547.16,5196625.67,67.2912649648333,0,0,26.59,21.18
CPT-KAN-31,2010,1572882.96,5196195.95,75.1998354923346,1,1,26.59,21.67
CPT-KAN-32,2010,1572877.54,5196213.08,88.7160580839397,1,1,26.59,21.67
CPT-KAN-35,2010,1572578.35,5196418.79,65.86232260116032,1,1,26.59,21.18
CPT-KAN-38,2010,1573084.47,5196180.29,72.47264795990037,1,0,26.59,21.67
CPT-KAN-39,2010,1573405.04,5196231.21,78.754400365079,1,1,26.59,22.14
CPT-KAN-40,2010,1573255.62,5196256.85,71.85140581677246,1,1,26.59,21.67
CPT-KAN-41,2010,1573338.64,5196256.73,73.19565588305056,1,1,26.59,21.67
CPT-KAN-42,2010,1572226.31,5196825.47,71.3364176714261,0,0,26.43,21.18
CPT-KAN-43,2010,1572405.57,5196584.46,82.72006915208934,0,0,26.59,21.18
CPT-KAS-02,2010,1572740.69,5195795.51,48.520606382806115,1,0,26.59,22.58
CPT-KAS-08,2010,1572516.99,5195704.14,71.55580959430682,1,0,26.59,22.02
CPT-KAS-13,2010,1572727.66,5196121.6,82.14946595714653,0,1,26.59,21.67
CPT-KAS-14,2010,1572479.96,5196327.7,88.10221242122857,0,0,26.59,21.18
CPT-KAS-16,2010,1571969.95,5196551.43,63.708611012694114,1,0,26.43,20.65
CPT-KAS-18,2010,1572068.19,5196782.42,74.08596139361605,1,0,26.43,21.18
CPT-KAS-19,2010,1571465.31,5196815.45,62.519403500270705,0,0,26.43,20.65
CPT-KAS-22,2010,1571930.45,5196932.51,73.11251657022564,1,1,26.43,20.65
CPT-KAS-23,2010,1571033.8,5196821.88,68.73568731344588,0,0,26.43,20.1
CPT-KAS-25,2010,1572272.42,5195588.2,228.8547341649407,0,0,26.08,22.02
CPT-KAS-29,2010,1572609.36,5195793.58,65.38319407376996,1,0,26.59,22.02
CPT-KAS-31,2010,1572603.96,5196216.66,89.92364269430442,0,1,26.59,21.18
CPT-KAS-34,2010,1571976.73,5196731.32,75.30410312784308,1,1,26.43,20.65
CPT-KAS-35,2010,1572108.31,5196535.36,90.0497271396164,0,0,26.43,21.18
CPT-KAS-36,2010,1572199.86,5196646.43,87.29614298013712,0,0,26.43,21.18
CPT-KAS-37,2010,1572242.49,5196600.0,189.0356196310392,0,0,26.43,21.18
CPT-KAS-38,2010,1572222.64,5196403.05,68.1453430957132,0,0,26.43,21.18
CPT-KAS-41,2010,1572081.61,5196902.22,64.85781315872447,0,0,26.43,21.18
CPT-KAS-43,2010,1572555.85,5196253.63,83.37561760442594,0,1,26.59,21.18
CPT-KAS-46,2010,1572725.2,5195980.22,79.62283368557087,1,0,26.59,22.58
CPT-KAS-47,2010,1572756.77,5195866.11,54.39496324035885,0,1,26.59,22.58
CPT-KAS-48,2010,1572740.69,5195795.51,54.071777425688516,1,0,26.59,22.58
CPT-KAS-50,2010,1572561.76,5195382.43,61.8857234673309,0,1,25.86,22.02
CPT-KAS-51,2010,1572516.82,5195333.97,65.91349438096324,1,1,25.86,22.02
CPT-KAS-52,2010,1572465.63,5195379.26,67.55843236171984,0,1,25.86,22.02
CPT-KAS-53,2010,1572091.36,5196752.85,66.06941158321202,1,0,26.43,21.18
CPT-KAS-54,2010,1572294.91,5196562.13,104.44451023932888,0,0,26.43,21.18
CPT-KAS-55,2010,1572330.92,5196522.27,71.07340027555534,0,0,26.59,21.18
CPT-KGA-01,2010,1573109.93,5194207.68,90.3429062266332,0,0,25.86,20.45
CPT-KGA-02,2010,1573150.49,5194129.95,209.5944462805108,0,0,25.86,20.45
CPT-KRB-02,2010,1575952.34,5196255.05,90.53045343785304,1,1,23.89,23.43
CPT-KRB-03,2010,1575951.34,5196542.94,89.0349345044038,1,1,23.89,23.43
CPT-LWD-02,2011,1571935.3,5180646.32,125.87825694557036,0,0,21.99,67.03
CPT-LWD-03,2011,1572275.21,5180705.28,89.68405940314113,0,1,21.99,70.22
CPT-LWD-04,2011,1572574.76,5180781.82,77.70452293569528,0,0,22.07,70.22
CPT-LWD-10,2011,1573734.99,5180674.44,151.37867967470453,0,0,22.07,83.17
CPT-LWD-11,2011,1574360.22,5180665.44,154.02850240023352,0,1,22.14,97.21
CPT-LWD-12,2011,1574116.86,5180484.12,125.25605389251787,0,0,22.14,97.21
CPT-LWD-13,2011,1573810.2,5180382.12,135.13626990362974,0,0,22.14,83.17
CPT-LWD-15,2011,1573330.25,5180284.75,128.40990290766493,0,0,22.07,84.8
CPT-LWD-17,2011,1571824.38,5180400.82,110.33026246477452,0,0,21.99,67.03
CPT-LWD-24,2011,1573253.9,5179919.05,109.31747249493591,0,0,22.07,84.8
CPT-LWD-26,2011,1572527.86,5179107.87,95.12247758969546,0,0,22.07,83.65
CPT-LWD-32,2011,1573684.4,5178577.58,93.82899539651336,0,1,22.59,91.49
CPT-LWD-38,2011,1574187.46,5180342.15,113.78933588953853,0,0,22.14,99.62
CPT-LWD-39,2011,1574370.83,5180734.91,166.79796356859686,0,1,22.14,97.21
CPT-MRV-01,2010,1568833.95,5181086.57,95.87149520567642,0,0,22.71,44.14
CPT-MRV-18,2011,1569499.35,5182058.89,84.80236609630245,0,0,22.71,46.79
CPT-MRV-20,2011,1568903.81,5182027.39,90.14616311042522,0,0,22.71,42.12
CPT-NBT-06,2010,1576518.73,5183170.57,88.1477514248339,0,0,21.67,74.33
CPT-NBT-07,2010,1566700.95,5185625.14,86.56659265285143,0,0,27.03,24.7
CPT-NBT-15,2011,1576238.53,5184085.64,108.19307427090332,0,0,22.03,67.25
CPT-NBT-19,2011,1576260.54,5183400.36,109.78531409392204,0,0,22.03,74.33
CPT-NBT-21,2011,1576689.57,5183579.63,111.9926150705001,0,0,21.67,74.33
CPT-NBT-26,2011,1577072.23,5183485.21,95.23509908505949,0,0,21.67,75.33
CPT-NBT-28,2011,1576999.33,5182961.39,128.02773063462178,0,0,21.67,81.63
CPT-NBT-33,2011,1575981.75,5184006.81,87.89970283479161,0,0,22.03,69.93
CPT-NBT-34,2011,1578173.96,5181502.22,157.89870618409984,0,0,21.24,98.34
CPT-NBT-36,2011,1577915.39,5181879.65,110.20953208853584,0,1,21.24,95.51
CPT-NBT-37,2011,1577869.6,5181927.17,114.71410382332101,0,0,21.24,95.51
CPT-NBT-40,2011,1577879.63,5182401.25,101.75001989864042,0,0,21.24,85.08
CPT-NBT-41,2011,1577689.42,5182456.8,95.69338141588678,0,0,21.67,85.08
CPT-NBT-42,2011,1577517.5,5182578.56,89.50861040608831,0,0,21.67,85.08
CPT-NBT-43,2011,1577737.64,5182604.66,109.70701221183684,0,0,21.67,85.08
CPT-NBT-44,2011,1578020.43,5182556.62,135.66497167042277,0,0,21.24,85.08
CPT-NBT-45,2011,1578043.27,5182379.42,134.20746146646317,0,1,21.24,85.08
CPT-NBT-46,2011,1578147.62,5182239.73,130.4720059062769,0,0,21.24,91.87
CPT-NBT-47,2011,1578131.91,5182044.01,120.96807122233548,0,0,21.24,98.34
CPT-NBT-48,2011,1578150.61,5181805.9,134.9968805759779,0,0,21.24,98.34
CPT-NBT-49,2011,1578221.91,5181674.11,121.53979305081972,0,0,21.24,98.34
CPT-NNB-02,2011,1576659.17,5184563.24,103.36859403647416,0,1,21.91,67.25
CPT-NNB-07,2011,1577290.93,5184259.07,122.56324431348254,0,0,21.67,69.34
CPT-NNB-09,2011,1577240.91,5184055.08,119.94822486470605,0,0,21.67,75.33
CPT-OPA-02,2011,1572027.14,5177886.08,86.54913268901873,0,0,22.09,78.72
CPT-OPA-04,2011,1572404.02,5177662.93,102.63168499256982,0,0,22.59,89.04
CPT-OPA-06,2011,1572476.04,5177626.81,87.64024687495197,0,0,22.59,89.04
CPT-OPA-08,2011,1572507.55,5177469.63,77.11622846310661,0,0,22.59,109.5
CPT-OPA-10,2011,1573062.67,5177494.41,118.62706452439681,0,0,22.59,118.5
CPT-OPA-11,2011,1573095.28,5177648.89,113.66889633357334,0,0,22.59,96.65
CPT-OPA-14,2011,1572537.33,5177329.67,108.2920163061647,0,0,22.59,109.5
CPT-OPA-15,2011,1572792.41,5177217.1,92.57483435162302,0,0,22.59,118.5
CPT-OPA-16,2011,1573028.91,5177332.48,117.0341548050559,0,0,22.59,118.5
CPT-OPA-18,2011,1573234.74,5177267.31,133.16756768576965,0,0,22.59,118.5
CPT-OPA-20,2011,1572957.87,5176851.21,77.51894556815935,0,1,20.53,118.5
CPT-OPA-24,2011,1572375.86,5177133.42,113.80924416231588,0,0,22.09,109.5
CPT-PAI-14,2011,1568706.54,5182934.02,82.90049016699633,0,0,24.8,38.2
CPT-PAI-15,2011,1568530.37,5182644.97,96.82037312361605,0,0,22.71,35.1
CPT-PAI-17,2011,1568983.3,5182993.07,90.90645748935815,0,1,24.8,38.2
CPT-PAI-18,2011,1567724.07,5183502.86,75.54437669096497,0,0,25.38,29.71
CPT-PAI-19,2011,1568201.92,5184335.52,75.67572155334973,0,0,25.38,28.11
CPT-PIN-04,2010,1575778.41,5197255.67,87.99187277144125,1,0,23.89,22.23
CPT-PIN-05,2010,1575788.41,5197346.64,95.63559379573282,1,0,23.89,22.23
CPT-PIN-07,2010,1575914.36,5197211.69,100.20246432028304,1,1,23.89,22.23
CPT-PIN-08,2010,1575876.38,5197119.73,101.86184611195611,1,1,23.89,22.23
CPT-PIN-11,2010,1575805.41,5197646.53,96.64189264351751,0,0,23.29,22.23
CPT-PRK-04,2010,1575168.5,5186048.65,100.91304432191805,0,0,22.37,51.03
CPT-PRK-05,2010,1575593.44,5186064.8,95.70970714314063,0,0,22.37,52.39
CPT-PRK-06,2010,1575747.58,5186099.93,86.70209241042345,0,0,22.37,52.39
CPT-PRK-07,2010,1575631.11,5185816.64,91.23291960661032,0,0,22.37,56.1
CPT-PRK-08,2010,1575500.99,5185607.89,109.06341990730192,0,0,22.37,56.1
CPT-PRK-09,2010,1575265.42,5185760.71,97.30201154107492,0,0,22.37,54.69
CPT-RCH-02,2010,1572865.64,5181491.38,68.5148090225638,0,0,22.46,70.66
CPT-RCH-03,2010,1572590.18,5181552.59,131.15264304234105,0,0,22.46,64.67
CPT-RCH-05,2010,1572719.54,5181738.81,142.67360421486697,0,0,22.46,64.67
CPT-RCH-08,2010,1573065.25,5182005.35,93.85778435726621,0,0,22.46,70.66
CPT-RCH-10,2010,1572864.59,5182049.44,153.588590326502,0,0,22.46,70.66
CPT-RCH-11,2010,1573120.86,5182129.94,78.2281966567409,0,0,22.46,70.66
CPT-RCH-12,2010,1572976.14,5181931.23,78.83113800425097,0,0,22.46,70.66
CPT-RCH-13,2010,1573164.99,5182028.45,85.97696521120115,0,0,22.46,70.66
CPT-RCH-16,2010,1573297.93,5182035.91,69.30717606106919,0,0,22.46,70.66
CPT-RCH-17,2010,1572767.08,5181960.41,113.28460811155595,0,1,22.46,70.66
CPT-RCH-22,2010,1572318.45,5181928.27,88.36360551723487,0,1,22.52,64.67
CPT-RCH-25,2010,1572077.56,5181993.76,91.11287750019822,0,0,22.52,64.67
CPT-RCH-26,2010,1572418.4,5181737.54,103.03446230004883,0,0,22.46,64.67
CPT-RCH-29,2010,1572870.66,5181472.99,85.08743268551768,0,0,22.46,70.66
CPT-RCH-30,2010,1572946.48,5181892.91,83.171435570384,0,0,22.46,70.66
CPT-RCH-31,2010,1573113.49,5182019.79,113.22094883417617,0,0,22.46,70.66
CPT-RCH-43,2011,1572475.34,5180817.38,145.3707264279851,0,0,22.07,70.22
CPT-RCH-44,2011,1572349.5,5180815.21,89.93937099309116,0,0,21.99,70.22
CPT-RCH-46,2011,1572430.21,5181118.82,117.92022926280431,0,0,22.46,70.22
CPT-RCH-50,2011,1572149.03,5181390.39,90.88119756697057,0,0,22.52,64.67
CPT-RCH-52,2011,1571756.43,5181208.25,105.59211436035304,0,0,22.52,67.03
CPT-RCH-54,2011,1571813.15,5180885.57,120.79687592169611,0,0,22.52,67.03
CPT-RCH-58,2011,1572094.14,5180780.59,96.2250025726534,0,0,21.99,70.22
CPT-RCH-59,2011,1571977.51,5180975.1,96.87282590453117,0,0,22.52,67.03
CPT-RCH-60,2011,1571980.59,5180867.31,96.26102084149696,0,0,22.52,67.03
CPT-RCH-63,2011,1571925.03,5182212.44,94.9645759035124,0,0,22.52,52.2
CPT-RCH-66,2011,1572294.35,5182681.38,88.75138035053273,0,0,23.12,54.7
CPT-RCH-67,2011,1572280.89,5182457.98,214.6065620918232,0,0,22.52,54.7
CPT-RCH-68,2011,1572311.02,5182134.56,142.83281827770193,0,0,22.52,64.67
CPT-RCH-70,2011,1572520.65,5182677.79,130.4077462283496,0,0,22.46,54.7
CPT-RWD-01,2010,1568623.91,5185741.11,76.46909991210701,0,0,25.55,26.19
CPT-RWD-02,2010,1568860.76,5185983.45,85.75665074578174,0,0,25.55,25.55
CPT-RWD-03,2010,1568876.94,5186224.5,83.10774183869323,0,0,25.55,25.55
CPT-RWD-04,2010,1568715.5,5186461.64,66.68657396637373,0,0,25.58,25.55
CPT-RWD-05,2010,1568631.0,5186845.49,73.40440391960502,0,0,25.58,23.11
CPT-RWD-09,2010,1568947.61,5186782.44,88.17586998335247,0,0,25.58,25.55
CPT-RWD-10,2010,1569000.21,5186571.94,94.59905982527228,0,0,25.58,25.55
CPT-RWD-13,2010,1569882.58,5186450.23,85.83830370957443,0,0,25.1,27.43
CPT-SHY-06,2011,1572686.6,5183630.5,142.90317833515073,0,0,22.46,46.7
CPT-SHY-10,2011,1572240.93,5183300.74,81.12978712263,0,0,23.12,46.7
CPT-SHY-11,2011,1572574.38,5183484.23,152.50862150341956,0,1,22.46,46.7
CPT-SHY-13,2011,1572304.45,5183507.13,70.69954944191889,0,0,23.12,46.7
CPT-SHY-14,2011,1572347.58,5183055.27,145.93127012381692,0,0,23.12,54.7
CPT-SHY-15,2011,1572356.6,5182827.99,127.32715183409012,0,0,23.12,54.7
CPT-SHY-17,2011,1572061.39,5183022.04,92.36765582090352,0,0,23.12,54.7
CPT-SHY-21,2011,1571841.96,5183443.03,61.77692010920147,0,0,23.12,45.73
CPT-SHY-22,2011,1571996.47,5182845.76,63.56353563883763,0,1,23.12,52.2
CPT-SHY-25,2011,1572094.05,5182821.12,121.66138365564339,0,0,23.12,54.7
CPT-SHY-27,2011,1572737.86,5183004.33,145.53126759931985,0,0,22.46,60.67
CPT-SMF-01,2011,1569643.77,5176739.65,119.8046455927573,0,0,24.63,70.33
CPT-SMF-02,2011,1569852.67,5176581.42,61.9442750467764,0,1,22.4,75.49
CPT-SMF-05,2011,1569938.44,5176653.74,81.3409609279313,0,0,22.4,70.33
CPT-SMF-11,2011,1570111.4,5176422.29,67.1080361618409,0,1,22.4,82.87
CPT-SMF-14,2011,1570897.06,5176447.72,62.66933924191115,0,0,22.4,92.11
CPT-SMF-17,2011,1570282.0,5176377.24,87.12994231400545,0,0,22.4,82.87
CPT-SMF-20,2011,1570499.37,5176696.95,202.34328651844686,0,0,22.4,73.22
CPT-SMF-22,2011,1570668.85,5176825.71,80.9385218890297,0,0,22.4,73.22
CPT-SMF-23,2011,1570656.12,5176969.15,84.351461677466,0,0,22.4,73.22
CPT-SMF-25,2011,1570497.32,5177122.37,71.25589481376642,0,0,22.3,73.22
CPT-SMF-26,2011,1570403.82,5177337.2,64.69715892939269,0,0,22.3,73.22
CPT-SMF-27,2011,1570401.4,5177523.44,68.13141096562616,0,0,22.3,73.22
CPT-SMF-28,2011,1570315.66,5177608.05,72.3682807875883,0,0,22.3,69.75
CPT-SMF-29,2011,1570008.08,5177394.68,58.157462646792766,0,0,22.3,70.33
CPT-SMF-30,2011,1570182.09,5177233.14,88.45162830990733,0,0,22.3,73.22
CPT-SNB-01,2011,1578225.92,5181451.6,154.62115285341258,0,0,21.24,98.34
CPT-SNB-01F,2010,1577949.58,5181057.12,104.55849267764064,0,0,21.24,125.1
CPT-SNB-02,2011,1578181.85,5181155.64,131.46744744040018,0,0,21.24,93.67
CPT-SNB-04,2011,1578541.14,5180551.54,136.52130089845045,0,0,18.13,93.67
CPT-SNB-06,2011,1578254.43,5180758.32,114.7686073846067,1,0,18.13,93.67
CPT-SNB-07,2011,1578042.02,5180922.9,103.10425304994892,0,0,21.24,125.1
CPT-SNB-08,2011,1577963.31,5181214.71,115.52748265662196,0,0,21.24,125.1
CPT-SPE-08,2010,1575204.27,5191263.01,101.22464722868513,0,1,23.32,32.63
CPT-SPE-14,2010,1575279.61,5191337.34,111.49106392544604,0,1,23.32,32.63
CPT-SPE-15,2010,1575553.79,5191384.08,108.5933807277307,1,1,23.32,34.01
CPT-SPN-06,2011,1568630.92,5177744.96,68.30113457311413,0,0,22.62,53.24
CPT-SPN-08,2011,1569327.82,5177889.82,65.13294761856584,0,0,22.62,56.37
