oid,year,E,N,qc1Ncs,mS,mF,pgaS,pgaF
CPT-SPN-11,2011,1569539.25,5177700.01,62.39716648712682,0,0,22.62,62.83
CPT-SPN-15,2011,1569636.95,5177446.72,67.15312305735792,0,0,22.62,70.33
CPT-SPN-16,2011,1568533.86,5177103.93,68.09442648580279,0,0,24.63,54.27
CPT-SPN-17,2011,1569030.57,5177130.56,78.48806752493383,0,0,22.62,60.46
CPT-SPN-21,2011,1568817.55,5176732.79,65.45448650970263,0,0,24.63,60.46
CPT-SPN-25,2011,1569810.76,5176342.86,79.72019603400202,0,1,22.4,75.49
CPT-SPN-31,2011,1569073.6,5175423.06,69.0371142954491,0,0,24.63,65.68
CPT-SPN-32,2011,1569246.08,5175837.36,74.86261999355729,0,0,24.63,65.35
CPT-SSH-03,2010,1579690.17,5177406.34,113.56763701773343,1,0,20.95,106.8
CPT-SSH-04,2010,1579793.84,5177426.62,99.01175671679387,0,0,20.95,106.8
CPT-SSH-05,2010,1579719.27,5177761.79,103.03474492932456,0,0,20.95,100.7
CPT-SSH-06,2010,1579731.66,5177889.54,127.33848110120317,0,0,20.95,100.7
CPT-SSH-07,2010,1579488.62,5178164.32,104.5990336106847,0,0,20.95,100.7
CPT-SSH-08,2010,1579343.52,5178507.52,100.52793541163435,0,0,20.95,116.8
CPT-STA-01,2010,1571698.5,5182102.57,89.88474032726367,0,0,22.52,59.12
CPT-STA-02,2010,1571401.05,5181995.76,87.19007438630746,0,0,22.52,59.12
CPT-STA-06,2010,1571130.95,5181725.2,144.57513985023436,0,1,22.52,55.42
CPT-STA-08,2010,1571253.37,5182332.81,63.39800682842553,0,0,22.52,48.95
CPT-STA-10,2010,1570993.5,5181548.64,89.9063153937906,0,0,22.83,55.42
CPT-STA-13,2010,1570459.24,5182788.65,84.84370681437665,0,1,23.84,45.19
CPT-STA-14,2011,1569121.18,5183137.9,75.20834777945582,0,0,24.8,34.14
CPT-STA-15,2011,1569336.43,5183210.69,77.74591645947766,0,0,24.8,34.14
CPT-STA-17,2011,1569182.64,5182834.9,68.42828972336407,0,0,24.8,38.2
CPT-STA-18,2011,1569489.23,5182986.57,86.46896134234666,0,0,24.8,41.71
CPT-STA-20,2011,1569589.22,5182784.0,82.65876427232669,0,0,24.8,41.71
CPT-STA-24,2011,1569913.29,5182979.6,87.08323129300948,0,0,23.84,41.71
CPT-STA-32,2011,1570027.63,5182521.24,99.33385654473011,0,0,22.83,45.19
CPT-STA-37,2011,1570017.2,5181985.97,86.15232147925879,0,0,22.83,46.79
CPT-STA-42,2011,1569733.15,5183541.93,76.40856602262946,0,1,23.84,36.82
CPT-STA-45,2011,1570217.91,5182860.35,86.18106204141696,0,0,23.84,45.19
CPT-STA-48,2011,1570942.62,5183057.23,87.53956424154792,0,0,23.84,48.95
CPT-STA-57,2011,1571800.51,5183266.22,80.4145703883308,0,1,23.12,45.73
CPT-STA-61,2011,1571822.04,5182379.93,81.96498360364772,0,0,22.52,52.2
CPT-STA-63,2011,1571255.15,5182342.83,86.72117202669352,0,0,22.52,48.95
CPT-STA-67,2011,1571096.16,5182099.12,71.57938897573158,0,0,22.52,55.42
CPT-STA-68,2011,1571520.81,5182100.47,91.35359043870702,0,0,22.52,59.12
CPT-STA-69,2011,1571660.0,5182254.05,82.23230527073895,0,0,22.52,52.2
CPT-STA-72,2011,1571637.49,5181944.95,79.93207998476036,0,0,22.52,59.12
CPT-STA-74,2011,1571640.84,5181614.83,85.34193247762522,0,0,22.52,59.12
CPT-STA-77,2011,1570869.68,5181309.71,75.79160208832748,0,0,22.83,55.42
CPT-STM-03,2011,1571757.68,5176643.21,103.80659735372188,0,1,21.94,101.4
CPT-STM-04,2011,1571575.33,5176879.98,80.75344562487928,0,0,21.94,100.2
CPT-STM-06,2011,1571793.93,5176913.92,82.9447254063627,0,0,21.94,100.2
CPT-STM-08,2011,1571664.97,5177048.99,97.89130662256427,0,0,21.94,100.2
CPT-STM-10,2011,1571729.38,5177341.98,108.93774163513392,0,0,22.09,100.2
CPT-STM-18,2011,1572396.28,5177447.17,93.39777137996549,0,0,22.09,109.5
CPT-STM-19,2011,1572239.68,5177171.36,98.29057367745715,0,0,22.09,109.5
CPT-STM-21,2011,1572364.39,5177215.06,134.44414440170445,0,0,22.09,109.5
CPT-STM-23,2011,1572299.01,5177041.49,93.62257389750378,0,1,21.94,109.5
CPT-STM-26,2011,1572013.41,5176944.52,75.95001973836773,0,0,21.94,100.2
CPT-STM-27,2011,1571824.54,5177200.25,85.25554593719102,0,0,22.09,100.2
CPT-SYD-03,2011,1571509.66,5178218.73,81.36217335391066,0,0,22.09,78.72
CPT-SYD-09,2011,1570956.83,5177477.98,73.20803330361366,0,0,22.3,81.79
CPT-SYD-10,2011,1570800.26,5177384.95,78.9322493641079,0,0,22.3,81.79
CPT-SYD-13,2011,1571337.9,5177173.55,82.29889944284245,0,0,22.09,81.79
CPT-SYD-14,2011,1571297.36,5177515.17,90.89116792006845,0,1,22.09,81.79
CPT-VRN-03,2011,1572770.0,5176240.0,72.4250705197182,0,0,20.53,111.9
CPT-VRN-04,2011,1572725.0,5175980.0,79.35316644636353,0,0,20.53,108.0
CPT-VRN-06,2011,1572695.0,5176400.0,85.25914057926002,0,0,20.53,108.0
CPT-VRN-07,2011,1572785.0,5176390.0,86.50661005650326,0,0,20.53,111.9
CPT-VRN-09,2011,1572780.0,5176230.0,73.74618479617688,0,0,20.53,111.9
CPT-VRN-10,2011,1572730.0,5176365.0,72.49732675737324,0,0,20.53,108.0
CPT-VRN-17,2011,1572695.0,5176130.0,77.6657939143635,0,0,20.53,108.0
CPT-WAI-05,2010,1576119.45,5183470.24,124.46756498186475,0,0,22.03,74.33
CPT-WAI-06,2010,1574013.57,5181311.39,140.26603441965847,0,0,22.24,73.3
CPT-WAI-10,2010,1574232.54,5181638.12,123.68786895431384,0,0,22.24,82.14
CPT-WAI-12,2010,1574366.24,5182039.67,82.31194788143344,0,0,22.24,82.14
CPT-WAI-14,2010,1574397.94,5182176.09,84.15178850203526,0,0,22.24,82.14
CPT-WAI-15,2010,1574428.8,5182289.35,101.26019595610713,0,0,22.24,68.54
CPT-WAI-16,2010,1574418.14,5182474.4,93.4115734021134,0,0,22.24,68.54
CPT-WAI-17,2010,1574680.57,5181748.48,97.3170809764936,0,0,22.24,82.14
CPT-WAI-18,2010,1573833.99,5181516.69,82.43422977997683,0,0,22.24,73.3
CPT-WAI-20,2010,1573868.13,5181592.79,98.12006161512095,0,0,22.24,73.3
CPT-WAI-24,2010,1574382.68,5182120.77,76.53089741439179,0,0,22.24,82.14
CPT-WAI-27,2010,1574433.46,5182346.09,71.17147356141344,0,0,22.24,68.54
CPT-WAI-28,2010,1574433.17,5182418.8,88.59847558436368,0,0,22.24,68.54
CPT-WAI-32,2011,1574674.1,5182299.67,112.10632567206784,0,0,22.24,68.54
CPT-WAI-36,2011,1574687.25,5181998.81,93.4440582580071,0,0,22.24,82.14
CPT-WAI-37,2011,1574771.07,5181909.21,103.27597310778388,0,0,22.24,88.68
CPT-WAI-38,2011,1574752.85,5181856.86,98.65784823009758,0,0,22.24,88.68
CPT-WAI-40,2011,1574782.37,5181708.87,108.7847665209125,0,0,22.24,88.68
CPT-WAI-41,2011,1574866.52,5182045.18,107.96499907334989,0,0,22.24,88.68
CPT-WAI-42,2011,1574943.83,5182276.08,115.6480099155505,0,1,22.24,76.29
CPT-WAI-44,2011,1575655.13,5182654.7,111.2488782001207,0,0,21.91,81.11
CPT-WAI-45,2011,1575773.27,5182497.38,132.20983472052737,0,0,21.91,81.11
CPT-WAI-47,2011,1575782.34,5182326.4,131.167549623386,0,1,21.91,81.11
CPT-WAI-59,2011,1574927.73,5181718.36,100.71018709216722,0,0,22.24,88.68
CPT-WAI-62,2011,1575303.19,5181596.1,94.10769535551604,0,0,21.91,88.68
CPT-WAI-63,2011,1575605.47,5181503.27,92.53515943551261,0,0,21.91,87.14
CPT-WAI-66,2011,1575237.67,5182035.47,114.52316598202664,0,1,21.91,88.68
CPT-WAI-67,2011,1575444.22,5182203.08,91.2438542080371,0,0,21.91,87.14
CPT-WAI-69,2011,1575695.38,5181930.14,99.12460338507896,0,0,21.91,87.14
CPT-WAI-70,2011,1575923.3,5181694.17,124.89465613949083,0,1,21.91,87.14
CPT-WAI-71,2011,1576287.76,5181971.97,102.8643222554962,0,0,21.91,93.63
CPT-WAI-72,2011,1576003.96,5181922.33,129.04800125309788,0,1,21.91,87.14
CPT-WAI-73,2011,1575942.2,5182350.96,109.65536956255363,0,0,21.91,81.11
CPT-WAI-74,2011,1575755.18,5182121.96,111.17190691712574,0,0,21.91,87.14
CPT-WAI-75,2011,1574878.99,5181498.64,92.33709694629333,0,0,22.24,88.68
CPT-WAI-76,2011,1575179.18,5181277.79,108.84890753835387,0,0,21.91,93.95
CPT-WAI-78,2011,1574706.5,5181377.4,95.92008692140955,0,0,22.24,82.14
CPT-WAI-81,2011,1574661.08,5181012.96,100.7024818180433,0,0,22.24,97.21
CPT-WAI-82,2011,1574440.48,5181193.44,87.5859323680388,0,0,22.24,97.21
CPT-WAI-84,2011,1574266.73,5181105.15,114.39951938402373,0,0,22.24,97.21
CPT-WAI-86,2011,1575267.16,5181348.67,90.42782699870068,0,0,21.91,88.68
CPT-WKK-02,2010,1563854.0,5175078.0,99.61086224945736,0,1,30.98,31.54
CPT-WQP-01,2011,1576708.45,5185272.06,86.3068750435616,0,1,21.91,58.74
CPT-WQP-02,2011,1576762.17,5185417.91,92.92821676866959,0,1,21.91,63.09
CPT-WQP-03,2011,1576696.36,5185659.11,105.45765748893326,0,1,21.91,58.74
CPT-WQP-04,2011,1576624.78,5185962.96,95.57502038810892,0,1,21.91,54.96
CPT-WQP-05,2011,1576484.29,5186362.19,79.20337448269345,0,1,21.91,54.96
CPT-WQP-06,2011,1576432.34,5186170.12,102.2305421546761,0,0,21.91,54.96
CPT-WQP-07,2011,1576381.97,5185958.44,100.43358436475553,0,0,22.37,54.96
CPT-WQP-09,2011,1576555.86,5185448.79,108.78304005111653,0,0,21.91,58.74
CPT-WQP-11,2011,1576414.22,5185147.52,113.76135578696422,0,0,22.37,58.74
CPT-WQP-12,2011,1576153.9,5185472.77,108.25903107130833,0,0,22.37,58.74
CPT-WQP-13,2011,1576326.47,5185583.96,93.77629712919868,0,0,22.37,58.74
CPT-WQP-14,2011,1576139.72,5185792.56,113.87154096055804,0,0,22.37,58.74
CPT-WQP-16,2011,1576051.17,5186121.48,90.08562552962401,0,0,22.37,52.39
CPT-WQP-18,2011,1576341.31,5186339.03,95.56665305497901,0,0,22.37,54.96
CPT-WQP-20,2011,1576197.25,5186469.69,91.16442733777448,0,0,22.74,54.96
CPT-WQP-22,2011,1575935.72,5186225.99,87.7832205730898,0,0,22.37,52.39
CPT-WQP-23,2011,1576223.88,5186155.34,100.22645370046982,0,0,22.37,54.96
CPT-WSW-01,2011,1572803.39,5178016.39,86.7715858507511,0,1,22.59,96.65
CPT-WSW-03,2011,1572922.16,5178452.26,88.49493434660569,0,0,22.59,96.65
CPT-WSW-04,2011,1573100.3,5178695.57,96.46764972533978,0,0,22.59,89.02
CPT-WSW-05,2011,1572889.7,5178044.92,87.32775538287285,0,0,22.59,96.65
CPT-WSW-06,2011,1573142.13,5178245.79,91.45904980836046,0,0,22.59,96.65
CPT-WSW-09,2011,1573233.03,5178097.25,93.84349672746282,0,0,22.59,96.65
CPT-WSW-10,2011,1573410.79,5178268.33,88.11788646504155,0,0,22.59,96.65
CPT-WSW-11,2011,1573428.01,5178485.85,86.98384184828528,0,0,22.59,105.7
CPT-WSW-12,2011,1573190.68,5177777.08,92.00597636536436,0,0,22.59,96.65
CPT-WSW-20,2011,1573258.17,5177730.29,86.99544290547037,0,0,22.59,96.65
CPT-WSW-22,2011,1573947.91,5178362.17,89.44259716457692,0,0,22.61,105.7
CPT-WSW-25,2011,1574601.15,5179005.55,116.80576474825298,0,0,22.14,97.79
CPT-WSW-33,2011,1574193.36,5176996.32,81.90538870018088,0,0,20.43,124.3
CPT-WSW-34,2011,1574145.67,5177977.56,90.24406436808977,0,0,22.61,105.2
CPT-WSW-37,2011,1574181.09,5177783.73,89.9970945653302,0,1,22.61,105.2
CPT-WSW-38,2011,1574693.67,5177453.99,106.35300599169476,0,1,22.61,124.3
CPT-WSW-39,2011,1574788.24,5177442.24,102.01595525368731,0,0,22.61,112.8
CPT-WSW-40,2011,1574544.69,5177661.75,103.02982024120323,0,0,22.61,105.2
CPT-WSW-41,2011,1574843.58,5177516.54,110.06286537621052,0,0,22.61,112.8
CPT-WSW-44,2011,1574551.16,5177976.65,91.94040442021839,0,0,22.61,105.2
CPT-WSW-46,2011,1575037.63,5178076.75,82.89087254112486,0,0,22.61,96.84
CPT-WSW-48,2011,1575205.7,5177780.53,100.58921299766563,0,1,22.51,96.84
CPT-WSW-49,2011,1575586.97,5177798.63,109.90867925371353,0,1,22.51,114.0
CPT-WSW-50,2011,1575611.08,5177990.62,113.412480151772,0,0,22.51,114.0
CPT-WSW-56,2011,1575539.81,5178349.6,127.25200411524328,0,0,22.51,114.0
CPT-WTH-01,2010,1571633.18,5177589.09,100.505248066282,0,0,22.09,78.72
CPT-WTM-02,2011,1572270.31,5179133.2,79.15641846365222,0,0,21.99,83.65
CPT-WTM-07,2011,1572894.71,5178851.95,77.96393987391319,0,0,22.59,89.02
CPT-WTM-08,2011,1572182.57,5178528.14,62.58398397226271,0,0,22.09,83.65
CPT-WTM-11,2011,1572689.33,5178495.25,58.731574294038346,0,0,22.59,89.04
CPT-WTM-19,2011,1571979.59,5178186.64,89.66804933328028,0,1,22.09,78.72
CPT-WTM-21,2011,1571725.29,5178024.74,91.08912380724038,0,0,22.09,78.72
CPT01,2015,1572665.86,5178813.76,96.68863938548064,0,0,22.59,83.65
CPT02,2015,1571925.06,5181765.59,103.46923188994968,0,1,22.52,59.12
CPT03,2015,1571637.23,5179738.37,104.67748931351171,0,1,21.99,73.45
CPT05,2016,1571042.46,5180061.22,119.63588311492005,0,0,21.29,67.94
FND-POD01-CPT10,2013,1567992.54,5181616.53,84.83009524766183,0,0,24.2,36.71
FND-POD06-CPT11,2013,1567354.06,5181533.39,84.17092647015242,0,1,24.2,36.71
FND-POD06-CPTB002,2012,1567638.11,5181619.76,81.64770176564804,0,1,24.2,36.71
FND-POD07-CPT12,2012,1567672.84,5181669.13,85.16377869722955,0,1,24.2,36.71
FND-POD15-CPT02,2012,1568850.01,5181067.29,93.9730172057471,0,1,22.71,44.14
HAL-POD01-CPT009,2012,1564219.59,5174717.91,64.19746482405228,1,0,30.98,33.64
HAR-TC201-CPT002,2013,1566532.22,5185948.91,80.6227668925801,0,0,27.03,23.08
HNH-POD03-CPT013,2013,1567989.42,5176941.32,85.8957546584995,0,0,24.58,49.93
HNH-POD04-CPT001,2012,1568035.43,5176910.49,79.75926152819652,0,1,24.58,54.27
HNH-POD04-CPT003,2012,1568326.51,5176665.58,87.16599591305024,0,1,24.58,54.27
HNH-POD05-CPT008,2013,1568214.86,5176709.6,91.16016384386288,0,1,24.58,54.27
ILA-POD01-CPT020,2013,1567149.75,5181895.21,92.88587453630386,0,0,24.2,34.62
KAI-POD01-CPT006,2012,1573531.86,5196657.67,168.35055002983867,0,1,26.59,22.14
KAI-POD01-CPT009,2012,1573471.83,5196774.46,171.24768740828557,0,0,26.59,22.14
KAI-POD02-CPT002,2012,1572964.69,5196961.9,94.10001874423702,0,0,26.59,21.67
KAI-POD02-CPT013,2012,1572937.37,5196865.49,101.0134810088714,1,0,26.59,21.67
KAI-POD03-CPT009,2012,1572739.64,5196910.91,99.17752183567727,0,0,26.59,21.67
KAI-POD03-CPTB002,2012,1572737.05,5196836.89,76.79581411207572,1,0,26.59,21.67
KAI-POD04-CPT001,2012,1571489.46,5196989.62,121.01025987392553,0,0,26.43,20.65
LWD-POD02-CPT006,2012,1573466.22,5178827.64,90.12050821979682,0,1,22.59,91.49
LWD-POD03-CPTB001,2012,1573839.0,5180585.28,135.64906066058882,0,0,22.14,83.17
MER-POD06-CPT006,2012,1569288.35,5181808.59,82.96474620926514,0,1,22.71,42.12
MER-POD06-CPTB002,2012,1569243.24,5181760.13,77.16599436137486,0,0,22.71,42.12
MER-POD07-CPT007,2013,1569606.06,5181946.7,76.36844009541751,0,1,22.71,46.79
MER-POD07-CPT012,2013,1569725.2,5181929.53,82.81036960532715,0,1,22.83,46.79
MER-POD07-CPT013,2013,1569644.48,5181884.2,86.11467206619145,0,0,22.71,46.79
MER-POD10-CPT010,2013,1569498.75,5182553.85,83.71084339580955,0,1,22.71,41.71
NBR-POD02-CPT06,2012,1575333.96,5177718.12,139.48460681811906,0,1,22.51,96.84
NNB-POD02-CPT83,2012,1577015.49,5184548.11,113.6316800270847,0,1,21.91,69.34
NNB-POD03-CPT28,2012,1576842.56,5184344.19,132.24109501436917,0,0,21.67,69.34
NNB-POD03-CPT53,2012,1577057.98,5183924.36,152.87534839627565,0,0,21.67,75.33
NNB-POD04-CPT02,2012,1576667.13,5184418.15,127.42206680161746,0,1,21.67,67.25
NNB-POD04-CPT07,2012,1576666.13,5184400.66,114.07145208321566,0,1,21.67,67.25
NNB-POD05-CPT04,2012,1576479.88,5184155.37,123.9119529908563,0,1,21.67,67.25
NNB-POD05-CPT13,2012,1576493.43,5183853.5,104.8759600876719,0,1,21.67,74.33
NNB-POD05-CPT18,2012,1576545.38,5184032.98,109.81914814988481,0,1,21.67,74.33
NNB-POD06-CPT49,2012,1577021.0,5183939.85,134.70970073975718,0,1,21.67,75.33
NNB-POD07-CPT37,2012,1576456.23,5183558.49,123.17854348692565,0,0,21.67,74.33
NNB-POD07-CPT63,2012,1576452.48,5183627.96,120.73073324321152,0,0,21.67,74.33
NNB-POD08-CPT14,2012,1576597.08,5183522.19,121.75902279744119,0,1,21.67,74.33
NNB-POD08-CPT26,2012,1576587.25,5183714.35,127.58076729013194,0,0,21.67,74.33
NNB-POD08-CPT638,2012,1576718.5,5183750.06,128.33273726507053,0,1,21.67,74.33
NNB-POD08-CPT65,2012,1576559.44,5183448.54,117.3088720733207,0,0,21.67,74.33
NNB-POD08-CPT666,2012,1576743.58,5183620.12,129.29266258219226,0,1,21.67,74.33
NNB-POD08-CPT712,2012,1576586.05,5183587.26,115.79307641491285,0,1,21.67,74.33
NNB-POD09-CPT119,2012,1577041.24,5183627.97,112.82935604976848,0,0,21.67,75.33
NNB-POD09-CPT24,2012,1577046.28,5183580.73,129.7571119202381,0,1,21.67,75.33
NNB-POD09-CPT62,2012,1577040.51,5183612.0,111.89660826130755,0,0,21.67,75.33
NNB-POD09-CPT657,2012,1577045.07,5183504.04,131.01493294039986,0,1,21.67,75.33
NNB-POD09-CPT669,2013,1575296.11,5181312.33,121.15771755001407,0,1,21.91,88.68
NNB-POD09-CPT691,2012,1576994.24,5183615.07,128.52078850736302,0,1,21.67,75.33
NNB-POD09-CPT696,2012,1577080.1,5183584.37,145.80344381563307,0,1,21.67,75.33
NNB-POD09-CPT70,2012,1577019.5,5183579.49,116.99250601964974,0,1,21.67,75.33
NNB-POD09-CPT817,2012,1577117.13,5183215.52,94.98916545035063,0,1,21.67,75.33
NNB-POD11-CPT16,2012,1576617.9,5185042.64,101.8073326320514,0,1,21.91,58.74
NNB-POD12-CPT101,2012,1576863.5,5185054.03,134.94990201389717,0,1,21.91,63.09
NNB-POD12-CPT109,2012,1576959.78,5184857.12,134.45619878593388,0,1,21.91,69.34
PAP-POD01-CPT002,2012,1569143.62,5182979.78,88.51557499167106,0,1,24.8,38.2
PAP-POD06-CPT014,2013,1569371.95,5183510.62,72.89176302858343,0,0,24.8,36.82
PAP-POD06-CPTB01,2012,1569628.05,5183336.16,84.44603486174923,0,0,24.8,36.82
PAP-POD06-CPTB02,2012,1569483.9,5183388.75,76.47505285215439,0,0,24.8,36.82
PAP-TC201-CPT024,2013,1569028.99,5183358.89,79.03484676857293,0,0,24.8,34.14
PRK-POD01-CPT30,2012,1574869.81,5186176.62,136.9859030580919,0,1,23.06,51.03
PRK-POD02-CPT25,2012,1575226.11,5185768.7,95.66184582438662,0,1,22.37,54.69
PRK-POD03-CPT20,2012,1575468.94,5185882.55,95.55951331309093,0,1,22.37,56.1
RCH-POD01-CPT13,2012,1572010.23,5180982.74,101.72463625306213,0,1,22.52,67.03
RCH-POD03-CPT31,2012,1571951.74,5181968.87,84.88765483408113,0,1,22.52,59.12
RCH-POD03-CPT93,2012,1571997.75,5181564.02,103.38556676342523,0,1,22.52,59.12
RCH-POD05-CPT63,2012,1572107.2,5182328.83,83.27676500080587,0,1,22.52,54.7
RCH-POD06-CPT23,2012,1571945.41,5182606.47,82.09447084954085,0,1,22.52,52.2
RCH-POD06-CPT67,2012,1572288.53,5182592.59,78.70543888472574,0,1,22.52,54.7
SHY-POD01-CPT44,2012,1572546.88,5182811.66,177.6625110935914,0,0,22.46,54.7
SHY-POD03-CPT204,2013,1572217.17,5182949.91,96.44631955094934,0,1,23.12,54.7
SHY-TC201-CPT014,2013,1572883.46,5183100.37,155.65929882173302,0,1,22.46,60.67
SPE-POD01-CPT036,2012,1575136.53,5192914.16,112.63637403385407,1,1,23.53,28.69
SPN-POD04-CPT006,2012,1569653.36,5176541.69,81.22304068597325,0,1,24.63,75.49
STA-POD02-CPT01,2012,1570097.56,5183502.14,53.14924555174562,0,1,23.84,39.83
STA-POD02-CPT03,2012,1569808.5,5183459.39,86.51794589246981,0,0,23.84,36.82
STA-POD02-CPTB002,2012,1570083.86,5183421.0,67.4712894356658,0,0,23.84,39.83
STA-POD03-CPT03,2012,1569643.85,5182981.46,86.68058875941719,0,1,24.8,41.71
STA-POD04-CPT01,2012,1569759.58,5182801.61,86.99723570329019,0,1,23.84,41.71
STA-POD04-CPT04,2013,1569683.15,5182810.99,84.40438272417329,0,1,24.8,41.71
STA-POD06-CPT03,2012,1569957.6,5182693.97,92.7801728028629,0,1,23.84,41.71
STA-POD06-CPT05,2012,1569970.46,5182730.48,90.54665004466321,0,1,23.84,41.71
STA-POD09-CPT07,2012,1570963.01,5182783.81,88.2281353995468,0,1,23.84,48.95
STA-POD09-CPT28,2012,1570643.26,5182901.73,92.65363288954354,0,0,23.84,45.19
STA-POD12-CPT02,2012,1569288.35,5181808.59,81.94011681330196,0,1,22.71,42.12
STA-POD17-CPT07,2012,1571048.97,5181605.02,77.30732593140883,0,1,22.52,55.42
STA-POD17-CPT21,2012,1570856.71,5181834.78,85.59701686872106,0,1,22.83,55.42
STM-POD01-CPT009,2012,1572468.21,5177974.64,95.9023078821929,0,1,22.59,89.04
STM-POD01-CPT017,2013,1572309.54,5177852.12,108.70260513307362,0,1,22.09,89.04
STM-POD03-CPT023,2013,1572645.38,5177118.61,80.75476298361507,0,0,20.53,109.5
STM-POD04-CPT003,2012,1572300.34,5177110.55,103.70232170312902,0,1,21.94,109.5
STM-POD04-CPT007,2012,1572128.9,5177079.5,73.12666361798398,0,1,21.94,109.5
STM-POD04-CPTB019,2012,1572169.84,5176954.14,74.33188765392968,0,0,21.94,109.5
STM-POD04-CPTB020,2012,1572440.94,5177359.91,93.76108262118495,0,1,22.59,109.5
STR-POD05-CPT005,2012,1568867.37,5183032.32,88.29816657911523,0,1,24.8,38.2
SYD-POD01-CPT003,2012,1571323.13,5178047.27,86.48096097170549,0,1,22.09,73.94
SYD-POD01-CPT014,2013,1571023.15,5178129.39,70.28683160263844,0,0,22.3,73.94
WAI-POD01-CPT09,2012,1574637.37,5182405.91,140.57425058811162,0,1,22.24,68.54
WAI-POD03-CPT07,2012,1574823.58,5182330.18,113.5741304071273,0,1,22.24,76.29
WAI-POD04-CPT03,2012,1575052.04,5182501.76,97.27610784947036,0,1,22.24,76.29
WAI-POD09-CPT03,2012,1574956.66,5181631.73,92.90559882568841,0,1,22.24,88.68
WAI-POD14-CPT012,2012,1574631.05,5181111.74,103.02025036774349,0,0,22.24,97.21
WAI-POD15-CPT01,2012,1574866.55,5181115.83,101.92253328509692,0,1,22.24,93.95
WQP-POD15-CPT209,2012,1576539.94,5185135.44,120.68032998345868,0,1,21.91,58.74
WQP-POD15-CPT47,2012,1576414.48,5185572.53,137.57855348787174,0,1,22.37,58.74
WST-POD03-CPTB04,2012,1575254.36,5178129.1,114.83170035073528,0,0,22.51,96.84
WST-POD06-CPT002,2012,1574729.45,5178347.85,101.54298658676716,0,1,22.61,105.2
WST-POD06-CPT003,2012,1574845.82,5178458.67,113.95638983469037,0,1,22.61,96.84
WST-POD06-CPTB003,2012,1574857.26,5178272.8,121.25276363698848,0,0,22.61,96.84
WST-POD07-CPT004,2013,1573937.11,5178292.97,94.6574244984374,0,1,22.61,105.7
WST-POD07-CPT013,2012,1574105.4,5178520.13,85.66573741994515,0,1,22.61,97.79
WST-POD09-CPT011,2012,1573199.81,5178440.25,110.26177107163632,0,1,22.59,96.65
WST-POD09-CPTB003,2012,1573083.21,5178680.19,102.51828385788625,0,0,22.59,89.02
WST-POD10-CPT007,2012,1573303.83,5178297.1,106.88011402683141,0,1,22.59,96.65
WST-POD10-CPT012,2012,1573280.42,5178199.77,99.95781884920561,0,1,22.59,96.65
WTM-POD02-CPTB001,2012,1572354.89,5179030.85,94.76891244324418,0,0,21.99,83.65
WTM-POD04-CPT010,2012,1572379.71,5178666.23,99.24784812706795,0,1,22.09,83.65
